session_id,user_id,genre,timestamp,session_min,engagement_rate,game_completion,fps,lag_event
7bea9716-0a79-477b-afcd-1ea85d7e82e0,USER_19611,Simulation,2025-09-17 16:34,33.2,0.827,0.397,86.1,False
e2a12ba0-9baa-457a-af1f-dda27c443bba,USER_32103,Simulation,2025-09-01 00:23,22.3,0.731,0.345,79.5,False
aad7bf46-5a39-4bc3-9e60-aa2759704929,USER_21709,Action,2025-08-02 18:19,30.0,0.536,0.504,73.7,False
b5e12341-2b08-4a96-95f1-aef97d6afdac,USER_01747,Multiplayer,2025-05-16 20:50,29.1,0.916,0.866,80.9,False
592bac84-5324-4524-a780-c1f001a075e1,USER_37911,Adventure,2025-01-27 18:30,74.9,0.881,0.376,69.4,False
4a845d2f-f694-41c8-8b8a-5a31a97a20f8,USER_11175,Multiplayer,2025-03-17 21:15,30.0,0.88,0.526,77.2,False
5a623f27-d274-4c13-81c5-739008dce53c,USER_02070,Action,2025-04-08 00:28,35.1,0.897,0.37,74.0,False
0f0f065f-ce80-45e5-ae10-e2b4b3f9a158,USER_20559,Multiplayer,2025-03-19 13:44,72.1,0.701,0.75,81.2,False
327cef65-ffd3-49fa-90f7-2b647e716f3a,USER_13363,Multiplayer,2025-09-14 19:58,47.6,0.542,0.644,72.6,False
e316eb83-ab78-4bd5-baa9-a7f9a07656a8,USER_30908,Action,2025-12-28 04:33,49.7,0.747,0.757,74.1,False
cbfd8c40-4b64-4688-b077-880351526be7,USER_13589,Simulation,2025-12-06 15:33,45.2,0.94,0.704,78.3,False
f34d2efb-cd26-4227-a1cd-397ec92ec540,USER_24696,Simulation,2025-03-30 14:58,47.9,0.703,0.453,72.0,False
9786df34-608f-4a44-9813-3ebea90c3938,USER_34940,Simulation,2025-10-07 11:43,50.7,0.806,0.62,78.1,False
555bbad0-3a9f-462e-b38f-512e4d79b545,USER_17326,Multiplayer,2025-04-09 07:17,27.2,0.724,0.356,75.2,False
d2d5b5db-8ef9-4eff-a180-aa2366c7c50b,USER_36575,Simulation,2025-04-26 09:49,45.8,0.817,0.712,77.3,False
73895d66-5cf5-43ce-acc5-18891ac42d3f,USER_18941,Adventure,2025-12-20 22:31,177.3,0.759,0.854,70.8,False
a480fb7e-a8fd-4427-8b25-0de7b4bfb9d8,USER_20778,Multiplayer,2025-06-28 17:59,43.6,0.969,0.869,69.3,False
6027dcc8-7b72-401e-a6d6-0dac5e99690d,USER_17922,Simulation,2025-03-04 18:43,30.9,0.822,0.802,77.4,False
6ca97b7b-d164-4db8-b1fb-52b6d7c348b6,USER_35599,Multiplayer,2025-07-22 11:49,37.4,0.626,0.556,73.5,False
e93e4ad9-db05-4393-90de-6ef810364d0a,USER_09600,Simulation,2025-01-22 09:45,43.3,0.956,0.721,76.2,True
f6d53e48-52d9-4457-80a6-8cf12902b346,USER_05180,Simulation,2025-08-15 20:16,45.8,0.898,0.674,75.6,False
82a7acdd-59d5-4687-ab9f-74129d768001,USER_31397,Adventure,2025-04-14 17:17,63.0,0.784,0.725,78.1,False
554afb95-9540-4cdf-9402-fda635b214e4,USER_36833,Simulation,2025-03-12 03:39,143.9,0.58,0.73,82.6,False
4c6f7fb6-a287-437a-b75b-d96e20e47ab0,USER_38459,Adventure,2025-05-05 01:42,35.2,0.896,0.636,76.2,False
0960c47e-bce9-45ee-ad77-fca93b0e1f32,USER_34803,Adventure,2025-11-23 07:03,163.6,0.898,0.622,82.7,False
fe73d92b-0518-4d7c-8f4a-698d84dc8ae0,USER_06567,Multiplayer,2025-06-19 22:30,73.5,0.835,0.733,79.0,False
176db13c-9a89-490d-b9d0-32dede1ab222,USER_06590,Adventure,2025-01-03 17:59,65.0,0.866,0.661,74.9,False
553e9181-4243-4e90-9880-9c33bb5ced7f,USER_10351,Multiplayer,2025-12-01 15:30,62.5,0.942,0.601,79.8,False
2fa7f639-0e25-401e-a8f8-12e080e2e6b5,USER_13072,Simulation,2025-06-14 09:41,28.6,0.856,0.883,76.7,False
1ae5247f-8dd8-4bc4-8246-592b907bf8ff,USER_03878,Action,2025-11-30 18:14,87.8,0.839,0.712,77.9,False
bdac4d69-3a72-481a-9900-ddb2f3bb06cd,USER_35072,Action,2025-03-31 13:56,43.1,0.523,0.405,79.3,False
37d3666f-22e0-4633-825b-35ef461e42d7,USER_11521,Action,2025-07-23 15:11,44.8,0.874,0.301,84.6,False
2b40c586-f832-4c1b-a903-c587fdd5965c,USER_18971,Action,2025-01-05 09:36,74.6,0.704,0.71,63.9,False
fd51db8d-1057-426f-80f7-dc5574fe757d,USER_39504,Action,2025-06-21 09:29,43.6,0.74,0.67,81.6,False
098345bc-37b3-424f-80db-55b21fa6823f,USER_35606,Multiplayer,2025-03-10 16:29,75.0,0.48,0.831,64.0,False
34b4e985-a82f-4609-8883-ccf1d02b3b06,USER_17881,Adventure,2025-02-27 10:10,54.3,0.716,0.292,82.8,False
1086009a-2c8b-445a-b806-6efeea02fdef,USER_30076,Simulation,2025-04-06 00:47,180.0,0.827,0.6,99.9,False
0a606d5f-ad70-4d7c-acb9-97d10e7c1e37,USER_22093,Simulation,2025-10-18 21:48,36.2,0.87,0.585,84.8,False
9b19a827-08e6-4c12-a80b-11ef26bab348,USER_12660,Adventure,2025-11-09 20:57,46.0,0.792,0.355,62.2,False
b26777fb-1414-47a1-9a7c-1f6bf94bf335,USER_26575,Multiplayer,2025-09-21 10:05,40.2,0.839,0.811,80.8,False
3d287c5d-273f-4946-86cd-481256ac9b35,USER_26270,Action,2025-04-05 04:30,58.5,0.517,0.868,68.3,False
3b80f965-45db-4365-9707-05faafe1e13c,USER_21208,Adventure,2025-01-04 08:24,47.8,0.903,0.873,80.8,False
2fee3e6d-32c1-4fcc-b629-eac3579b8f78,USER_15436,Multiplayer,2025-05-17 10:19,53.3,0.829,0.672,82.5,False
eca16841-af2a-4748-84de-416085212b74,USER_38173,Action,2025-05-14 20:23,36.8,0.73,0.62,65.6,False
a553f845-1589-4996-8354-bd543bf50117,USER_15487,Action,2025-12-08 03:29,40.1,0.953,0.501,61.1,False
573e0ef4-c4e6-48c1-8857-9578817b65a5,USER_20107,Adventure,2025-07-27 21:32,49.9,0.833,0.553,60.4,False
816b2184-a86f-4a58-8fec-d38a7faa55f2,USER_20381,Action,2025-11-24 09:23,31.4,0.373,0.849,75.5,False
88e5f4e5-4231-4906-840b-a44e986fea6e,USER_14474,Adventure,2025-03-10 15:09,31.9,0.669,0.529,71.2,False
5c7861ab-ca5f-4a06-a89f-cabca21939c5,USER_29818,Simulation,2025-08-01 22:35,159.1,0.928,0.837,72.4,False
db0c1c68-196c-4730-9b84-cd61014c4ef3,USER_30857,Adventure,2025-05-07 21:48,28.0,0.622,0.608,78.1,False
197a00cf-235d-4412-b32d-e4f54ac207e4,USER_39048,Action,2025-09-27 14:33,56.1,0.607,0.658,71.6,False
15ccb4e1-5fce-4aa9-af82-d5b708dbbf9c,USER_23710,Action,2025-10-16 03:03,75.9,0.621,0.85,79.1,False
bae6bb58-4884-4273-b8a9-b86ee538511a,USER_35891,Adventure,2025-10-21 17:09,34.3,0.699,0.779,67.9,False
71521919-9f1b-4dee-aec2-4a826bbbfdab,USER_10784,Simulation,2025-09-24 14:07,90.2,0.775,0.86,74.0,False
c0315011-b654-41a7-a8d5-ab336d413fe6,USER_13462,Multiplayer,2025-02-16 16:28,45.1,0.843,0.776,76.7,False
64312cca-3256-475b-a39d-1724fea82592,USER_03647,Multiplayer,2025-03-09 16:26,32.5,0.8,0.712,80.0,False
d5a63495-5a72-48de-bba6-3a18d2595e2a,USER_29937,Action,2025-10-14 14:43,51.0,0.43,0.835,75.5,False
032dc1e8-6607-4805-8dcf-5a00e98fef2a,USER_20197,Action,2025-07-22 08:52,41.0,0.887,0.815,80.1,False
4f917870-8870-47bd-9c80-a5702e8a01db,USER_00198,Adventure,2025-10-24 02:02,33.5,0.912,0.572,78.2,False
6c45b3fc-f016-4fd0-bcc0-7d87555a8728,USER_27768,Simulation,2025-12-25 02:34,28.9,0.851,0.516,82.8,False
77f35185-c3b3-45af-b904-2550fdbdd0c4,USER_03949,Action,2025-08-30 01:18,44.4,0.925,0.661,70.6,False
57b7b437-1f6a-4698-85c8-9e7424776e44,USER_26796,Adventure,2025-03-11 20:46,31.9,0.715,0.894,77.2,False
5627ae69-566d-45d5-869f-3835c687cc6f,USER_27549,Simulation,2025-07-15 14:55,55.1,0.917,0.799,77.9,False
7b696fea-cecd-4511-a447-853feee5ca16,USER_24740,Multiplayer,2025-02-11 21:42,72.5,0.952,0.737,63.2,False
d0210c22-6db6-4843-a7e3-cfb68136aa33,USER_35344,Adventure,2025-12-01 11:07,23.8,0.694,0.658,84.0,False
17d19976-a306-4162-9ce5-101b49192176,USER_11697,Multiplayer,2025-09-28 04:46,34.4,0.962,0.86,80.6,False
4cd96c8a-4abc-468d-88a0-4303320b58ee,USER_14595,Action,2025-01-12 09:29,51.4,0.8,0.46,82.8,False
d239d9a6-ac50-4fd2-932c-c0bca69fdbfe,USER_35681,Multiplayer,2025-09-30 12:52,30.8,0.965,0.434,76.8,False
9168ff4c-f640-45c0-b375-c27f6dfbdc67,USER_15052,Adventure,2025-08-24 11:09,24.6,0.816,0.545,60.5,False
efcd995a-6b48-4347-b726-417861e46693,USER_18065,Adventure,2025-02-27 01:51,58.5,0.863,0.673,72.2,False
ca272f01-bc81-47d2-b03d-7c0deb3fde09,USER_27476,Action,2025-05-04 06:04,65.7,0.606,0.382,80.0,False
58539eaf-f72d-4b90-8786-d9513f9532a9,USER_06613,Action,2025-08-17 19:43,10.0,0.922,0.63,61.9,False
9282b4fc-b829-48ae-9c2a-a848459db4b7,USER_03191,Adventure,2025-01-23 12:28,28.4,0.639,0.772,55.6,False
f75939bd-8a67-4539-b1f9-f0d8734dbd55,USER_15358,Adventure,2025-01-29 04:32,23.4,0.714,0.817,66.2,False
431e0783-1403-4ac1-a421-af07529df48d,USER_18958,Adventure,2025-10-22 10:36,43.2,0.706,0.767,80.5,False
b5cc9604-dc22-470a-9cd9-e6f3bda08108,USER_39186,Simulation,2025-05-02 09:56,41.4,0.882,0.746,64.4,False
7b738771-0dfd-45b1-9ccb-177402fb6b0b,USER_09389,Adventure,2025-07-31 09:17,15.0,0.688,0.626,78.7,False
a602849e-96d3-4224-913e-869ebc45dd7f,USER_03995,Adventure,2025-11-17 21:27,39.4,0.69,0.756,79.3,False
dfb499db-d5ee-4702-bc39-ebeeb2df0987,USER_36429,Multiplayer,2025-01-25 11:41,46.8,0.698,0.462,82.0,False
f9caa6c2-b597-45e4-b46c-d545091943be,USER_24980,Simulation,2025-12-23 13:26,30.4,0.869,0.58,73.6,False
75737678-f9e3-4f9e-bc2f-5717cca5db66,USER_09780,Simulation,2025-07-12 05:48,62.1,0.835,0.822,64.5,False
2a2d1a71-1342-4077-8f23-f137319cb440,USER_35254,Multiplayer,2025-05-04 07:19,66.5,0.756,0.704,64.2,False
85ec6edd-34f8-432c-b828-bdd6e10ebf2c,USER_09461,Multiplayer,2025-01-30 17:26,108.2,0.938,0.884,73.8,False
28df2e42-2d88-419a-aebc-26b46c652ea5,USER_27297,Adventure,2025-07-18 07:16,29.1,0.614,0.795,87.1,False
af705eb9-0af9-4bbd-9735-d13b94a2bee1,USER_13326,Simulation,2025-11-28 02:59,54.1,0.814,0.405,80.0,False
6340fe88-74f5-4a86-b57e-a3a15e507786,USER_29478,Simulation,2025-02-17 17:46,15.4,0.726,0.704,71.7,False
fc5c67b7-988b-480b-8fed-314cc6331da3,USER_12484,Action,2025-05-18 12:43,74.5,0.443,0.717,79.1,False
e3bbbc34-1b80-40fd-a1f2-1a19cb131f50,USER_39648,Action,2025-02-07 06:51,60.9,0.813,0.83,73.2,False
fdddf8b3-05ee-4bd2-b939-2066ff4e397e,USER_38508,Adventure,2025-09-03 06:55,41.6,0.682,0.899,69.5,False
37ea65e5-5a62-4aba-890f-f1bccf33762e,USER_21822,Simulation,2025-01-08 06:59,82.4,0.984,0.68,83.9,False
2777cb57-50ba-4833-b38d-1d133c2cee09,USER_12454,Action,2025-09-03 07:44,45.0,0.775,0.729,70.4,False
b74b01d9-61a8-48c4-bd3c-4d99fb789622,USER_39611,Adventure,2025-07-23 07:35,44.5,0.754,0.887,72.1,False
f3af70fb-723d-4aa3-85f6-f1715a7580d2,USER_21078,Simulation,2025-07-14 14:34,19.4,0.837,0.458,83.4,False
eb80aa77-5ca8-4984-9085-6fd0900e0717,USER_23545,Simulation,2025-05-14 11:32,43.9,0.817,0.695,75.3,False
701ea631-03bb-45fe-b9aa-b001e367977d,USER_32590,Multiplayer,2025-02-20 23:30,63.1,0.761,0.712,90.8,False
5003ebd7-e65c-46b3-af04-d9618f50ece8,USER_20987,Adventure,2025-07-09 10:26,26.0,0.873,0.471,69.8,False
075db80f-5bb4-4519-ba6e-580c030363af,USER_02997,Adventure,2025-03-16 00:16,11.4,0.664,0.491,63.5,False
809c1b6a-11be-4ac5-b0fd-d0893002f6fb,USER_36262,Multiplayer,2025-06-01 04:12,63.0,0.844,0.511,80.3,False
2b6d7f92-1deb-459f-a758-acec26fe739d,USER_21619,Adventure,2025-07-14 18:53,108.1,0.826,0.665,91.0,False
5b3176c8-1305-4783-ab44-2b660b257086,USER_16105,Multiplayer,2025-10-09 20:43,35.6,0.915,0.638,69.1,False
dd28578c-3a19-45df-8357-1f2d9e2d41e0,USER_22123,Simulation,2025-09-08 23:41,68.9,0.743,0.89,72.4,False
0ef8aec0-035f-4df8-ad81-da664a0137ec,USER_32152,Multiplayer,2025-03-28 23:50,58.6,0.593,0.71,73.6,False
26a0340a-14db-4532-b6ef-0cc7f27ac04f,USER_23081,Adventure,2025-03-13 23:34,46.6,0.599,0.735,77.0,False
3cd3eb49-e7bd-48d9-b4b1-6e2726d8f000,USER_32003,Adventure,2025-10-05 20:03,44.4,0.608,0.807,61.2,False
ab81cc45-2459-41a8-9478-3127a82fe47b,USER_34338,Action,2025-02-08 21:03,87.1,0.89,0.466,73.8,False
54662c05-1d06-48c5-855f-6b5665809865,USER_00419,Multiplayer,2025-03-12 20:14,57.6,0.907,0.683,64.9,False
d72f4c7f-19f6-4c09-89a8-2887fcc75b5b,USER_04455,Adventure,2025-01-05 06:32,41.1,0.955,0.723,70.7,False
9f3129f5-d8d1-49e0-8285-acf263a18438,USER_29886,Simulation,2025-01-31 19:40,37.0,0.85,0.622,72.3,False
2374c994-0cd9-41c2-b883-fe282d111883,USER_31668,Multiplayer,2025-01-09 00:34,15.8,0.8,0.788,73.9,False
49ed359b-e7b6-4c57-8124-6b1c5a335db6,USER_36153,Multiplayer,2025-01-07 00:33,48.0,0.757,0.514,71.5,False
1b8e837a-69b5-4871-be16-014733d9e9b6,USER_18006,Simulation,2025-01-09 16:52,105.7,0.801,0.768,75.8,False
8fdfb631-a37c-4738-b1c0-82fe0ff156e6,USER_28219,Adventure,2025-02-24 03:33,52.8,0.819,0.704,77.7,False
6991bfaf-06f0-423b-8ef9-8ac25069e287,USER_09759,Adventure,2025-04-09 19:33,27.2,0.935,0.563,56.8,False
7c5ce73e-d50e-4ab8-9c74-a52784ef4fb4,USER_16543,Simulation,2025-05-17 12:05,40.3,0.638,0.806,67.1,False
22159684-4105-4432-831b-264f00eab8e7,USER_24449,Multiplayer,2025-08-24 18:15,22.1,0.821,0.865,70.4,False
e48b89a4-30b0-4d86-9745-c64dbc9c1eec,USER_14802,Simulation,2025-12-17 02:41,32.8,0.609,0.302,78.7,False
746ef30b-5641-4ec3-8ff9-e94565aeeecb,USER_02077,Action,2025-07-27 12:24,127.6,0.677,0.392,73.6,False
a1e49e3b-88e5-44f1-a6d3-7f42e27b7c66,USER_36222,Multiplayer,2025-01-29 20:00,55.8,0.848,0.582,56.6,False
c5fe3503-6892-4d5d-8a7f-ac46922fded5,USER_11232,Action,2025-09-13 13:41,37.3,0.915,0.564,75.4,False
e62a57f6-46a7-4a15-be71-41e97244b85a,USER_21711,Action,2025-09-28 01:14,29.7,0.972,0.723,70.2,False
0f0fb886-5b6f-4378-94d8-e283d2ccd956,USER_13856,Multiplayer,2025-05-19 01:59,19.4,0.76,0.628,80.4,False
11134e05-dc09-4d11-a041-dceddc19458f,USER_04873,Simulation,2025-10-06 18:42,108.3,0.82,0.236,98.4,False
b474821b-f489-453b-b7dd-e2b097ae7069,USER_02157,Adventure,2025-06-11 00:13,27.2,0.783,0.817,68.7,False
8223cd0e-f507-492a-b597-c267ec2e0af5,USER_38472,Adventure,2025-12-31 12:59,39.2,0.944,0.489,69.7,False
f66456bd-279c-40e8-a9c3-6f654c4cf5ed,USER_05043,Simulation,2025-03-25 18:15,31.5,0.778,0.792,81.3,False
bb6a69ff-5470-4228-8073-42e39a1bf7d3,USER_37139,Multiplayer,2025-12-13 17:21,23.7,0.898,0.844,71.1,False
3492a691-7baa-4dd4-a3bc-245d00ca4f75,USER_25156,Adventure,2025-12-19 23:05,63.9,0.922,0.715,83.7,False
81f0ee17-b196-4d8e-918f-d2378523f884,USER_32820,Simulation,2025-01-28 03:27,45.5,0.588,0.892,69.6,False
a5abd2ff-6c11-4a7f-a6cc-68a8f65b1d74,USER_15214,Action,2025-06-24 19:49,12.4,0.693,0.661,67.9,False
202a19cc-e439-45aa-b51a-a4199e6c8605,USER_39034,Multiplayer,2025-06-17 00:40,61.7,0.645,0.37,62.1,False
12b889c6-bd72-4190-b4b7-397dff6695c7,USER_17913,Multiplayer,2025-09-09 07:22,50.7,0.843,0.526,56.5,False
d1596b7e-0057-45a5-9883-f724db1a53ca,USER_36244,Multiplayer,2025-08-10 05:43,82.6,0.306,0.742,71.8,False
66c53aff-e664-4c44-ba31-ae08f264827a,USER_38396,Multiplayer,2025-02-13 19:18,72.7,0.96,0.423,75.2,False
44a9dc71-bd04-4321-b7d9-54b5fd777280,USER_16152,Action,2025-02-12 08:09,31.2,0.795,0.377,70.2,False
42ff4888-8406-43c1-b852-0f44e9f186a0,USER_24904,Adventure,2025-07-19 10:23,180.0,0.728,0.63,75.0,False
81125acb-ee99-424a-bbf6-031bc35d45c1,USER_06983,Action,2025-01-03 09:28,63.0,0.482,0.35,84.7,True
4ae257b1-acba-4e8e-91d4-bb22513f6df9,USER_23588,Simulation,2025-02-22 04:05,46.9,0.431,0.507,71.8,False
8ab76bed-bdbc-4d91-b470-401a09876473,USER_12281,Multiplayer,2025-08-18 17:35,27.1,0.841,0.874,84.1,False
f8c42b09-8271-4818-a582-5d73b6c83030,USER_33584,Multiplayer,2025-02-22 00:05,21.8,0.549,0.506,83.8,False
fa8cf716-45b1-4d39-962a-33de8c1fbf22,USER_23195,Action,2025-11-02 19:50,132.9,0.662,0.489,83.6,False
eed6f22a-227e-4678-9cca-a963bac3664c,USER_21262,Multiplayer,2025-01-07 09:26,21.0,0.679,0.8,69.3,False
386706f4-e1bf-40ef-98f3-0c12a619d401,USER_25415,Action,2025-10-14 07:36,48.3,0.72,0.349,75.0,False
958fa2d6-0a57-4d50-ba59-da9500913dd8,USER_34152,Adventure,2025-12-17 12:10,96.2,0.794,0.476,89.1,False
bd484b31-5e22-422c-83f8-6e4027b61bd6,USER_09100,Simulation,2025-06-04 08:31,180.0,0.811,0.756,68.3,False
57577481-2314-4c2e-8bb4-92b8ba198df8,USER_09564,Action,2025-03-27 13:17,77.4,0.879,0.872,66.4,False
06d53e69-b7dc-4d32-b767-ee9e9fb7f6b6,USER_27598,Simulation,2025-09-05 02:23,85.7,0.66,0.709,74.2,False
0dd2067a-2c58-49be-aef6-a2852a32f773,USER_16496,Adventure,2025-11-17 15:38,37.8,0.709,0.655,68.0,False
60b5f4fb-b24f-4bf7-87ff-eff0014242ee,USER_12816,Multiplayer,2025-02-24 04:19,25.2,0.681,0.635,69.1,False
c2dc6aec-25b6-46e6-a6bc-c100ba4a1a1d,USER_00444,Multiplayer,2025-06-20 19:24,37.6,0.481,0.481,68.0,False
0a5c8df9-2c1c-4041-b30b-ee4657fc9b3e,USER_21597,Multiplayer,2025-06-21 13:52,67.4,0.625,0.353,85.2,False
2d3328ff-8031-4236-8f68-5ccd610d4c84,USER_38955,Adventure,2025-06-03 10:38,29.6,0.484,0.493,70.4,False
2df9ab81-250a-4fec-bb77-ae07d191498a,USER_13164,Multiplayer,2025-06-10 05:25,35.1,0.789,0.501,68.8,False
2cef65fa-c533-4342-bef6-2df712eb2d3d,USER_20916,Simulation,2025-12-22 20:31,28.9,0.766,0.752,59.5,False
f73b3f2b-be4e-4024-a9f0-8b1a5e97bea1,USER_37741,Adventure,2025-06-16 12:17,69.8,0.92,0.914,77.7,False
df85cecd-a14b-4514-886e-4c5e9a023b9c,USER_25752,Simulation,2025-02-28 18:12,39.2,0.907,0.763,85.5,False
c8d32c30-04ba-41c5-83a8-d929ecafe9cc,USER_38813,Adventure,2025-12-16 17:01,41.6,0.798,0.645,63.6,False
57186621-dafc-40f2-a510-184691bb23a7,USER_30253,Adventure,2025-08-13 09:53,35.2,0.8,0.741,75.7,False
a823b69e-4c43-4850-8744-055f739b6f13,USER_04533,Multiplayer,2025-12-11 15:08,72.7,0.827,0.946,71.2,False
ba815034-1544-4bea-9424-cf721ead3989,USER_19847,Adventure,2025-05-10 21:09,23.3,0.922,0.424,61.4,False
4cf99baf-06e7-4ae5-857e-4e1d498edcc8,USER_27731,Multiplayer,2025-02-07 14:38,43.2,0.654,0.411,69.9,False
b1cecb01-0e29-448e-8d85-315982ef9a72,USER_31408,Multiplayer,2025-10-01 16:59,45.9,0.65,0.646,80.3,False
7b7de482-ad80-4701-88e3-5f5a392e77fc,USER_27414,Action,2025-07-04 22:57,35.8,0.734,0.507,96.1,False
92fe44c3-f4ac-49f0-989a-be83d64f9d19,USER_35187,Action,2025-02-25 07:42,52.0,0.973,0.566,76.2,False
c16e408d-a026-4a2c-881f-ffb0f1deb8f7,USER_23266,Adventure,2025-11-28 19:02,32.5,0.847,0.604,82.3,False
ee312805-65fa-4a87-afde-d3a5c40e21da,USER_36912,Multiplayer,2025-06-19 13:06,40.8,0.651,0.597,72.5,False
6da29846-cdab-46e0-a5c5-9a3eaa982aca,USER_00692,Action,2025-05-13 07:32,21.6,0.734,0.552,72.2,False
3713b2f9-ba09-4d0d-8245-02341003e966,USER_34000,Adventure,2025-08-17 11:25,33.4,0.926,0.587,85.4,False
a7803def-053c-4df4-bdde-df6e3f73007a,USER_30348,Adventure,2025-06-26 00:30,31.6,0.927,0.872,93.6,False
8b469050-5da3-4303-b388-5bf958fd90c5,USER_06852,Simulation,2025-08-01 02:07,34.3,0.843,0.417,76.1,False
d08577f2-2435-43b0-916a-f91104fe69bd,USER_09285,Simulation,2025-06-09 10:29,20.6,0.556,0.688,76.1,False
d64470a8-395d-4efa-addb-1e1b0e3d74cd,USER_13558,Multiplayer,2025-06-28 15:06,43.7,0.71,0.645,61.8,False
c4960d7c-47c4-4dbd-97c5-9c37fec08db3,USER_28716,Multiplayer,2025-06-13 02:19,26.6,0.94,0.684,59.1,False
a71f3777-85ea-42f3-8be5-8ecd10ac9372,USER_02929,Action,2025-01-12 10:41,21.1,0.693,0.552,72.1,False
6311e247-8aeb-4a3e-9d3f-c7194e6ecfd5,USER_07168,Adventure,2025-05-05 16:11,35.5,0.873,0.5,64.3,False
e2c1e187-60c9-4fe5-b543-0de59e2de8df,USER_36170,Adventure,2025-06-19 17:27,23.7,0.693,0.888,69.7,False
690c953e-b66d-4cf2-883c-7147e77ada89,USER_30282,Adventure,2025-07-27 20:11,47.4,0.802,0.568,69.4,False
61382416-89cc-4ed7-8115-504b14dd13cd,USER_12216,Multiplayer,2025-07-22 00:47,93.8,0.607,0.574,69.6,False
4fa1398e-3a82-483e-8cbd-8a8356cc551f,USER_12932,Multiplayer,2025-10-31 13:24,57.2,0.722,0.342,68.1,False
d7bc66d3-8a4d-4bc5-82e4-1192e1dad9c3,USER_00292,Adventure,2025-04-16 08:48,40.1,0.901,0.696,72.8,False
7644b8be-7362-45e1-9135-f7689b517112,USER_04101,Action,2025-10-02 05:23,17.3,0.885,0.612,70.2,False
6603aa5a-21ca-4ab8-a45c-5a3bb0b05d87,USER_21364,Adventure,2025-08-23 03:16,70.2,0.889,0.748,83.0,False
fcd3bb19-6fc8-4baf-a3a8-4bf4a8334db5,USER_32079,Simulation,2025-11-02 12:39,37.0,0.413,0.52,72.2,False
8a677687-ad6a-49a1-89b8-c7058d719b9e,USER_25726,Action,2025-06-28 11:54,15.9,0.972,0.728,77.4,False
67680f6c-142f-4cbe-a9be-464cca12d693,USER_30007,Adventure,2025-12-11 22:51,63.2,0.511,0.332,73.2,False
cc48097c-a276-4542-836e-4bf21d4fcc73,USER_19494,Action,2025-12-11 04:20,111.1,0.911,0.684,72.1,False
e71c6ca7-edcc-4685-beb8-315e9152416d,USER_07725,Adventure,2025-06-06 03:11,55.7,0.855,0.779,76.7,False
2b96314c-122c-4f44-8dca-ce5c1dd4bdcf,USER_24465,Adventure,2025-09-19 12:26,59.4,0.886,0.841,72.6,False
086b7264-33da-4f62-b4e9-d37eab4ff8a7,USER_39088,Adventure,2025-10-22 12:27,104.2,0.962,0.336,61.1,False
9e9c1ee9-265c-4ee4-a26d-974632ce3706,USER_12174,Multiplayer,2025-11-22 17:44,57.4,0.692,0.772,81.6,False
5ec4ea62-4725-453d-b244-6a6433f9e6e1,USER_11354,Adventure,2025-09-08 09:08,34.5,0.488,0.251,74.9,False
e64df27e-9b33-4b91-90e7-9b2c70b99c56,USER_12262,Simulation,2025-08-19 19:03,79.7,0.884,0.474,86.3,False
c8e79c33-8158-4936-9eb1-5ddc0aac65e4,USER_23530,Action,2025-09-06 04:12,37.7,0.825,0.626,92.1,False
8181384d-d5e9-45a6-80f2-ce40a05f5550,USER_25163,Multiplayer,2025-07-29 21:31,35.3,0.624,0.885,72.1,False
670b1c4c-acea-42a3-a629-76ca3ed2a097,USER_27239,Multiplayer,2025-09-08 05:05,34.8,0.779,0.937,65.1,False
6c845cde-06a6-4ea7-b11a-8b9e3c4ff89a,USER_37054,Action,2025-04-23 09:02,25.3,0.947,0.682,78.4,False
b5f98f59-afcd-4a31-96dd-15a624d5df81,USER_18013,Adventure,2025-10-03 09:10,29.8,0.66,0.56,73.7,False
707ffe4d-4c82-4a8f-bf4a-638059caed7e,USER_29972,Multiplayer,2025-10-09 16:07,47.9,0.948,0.92,76.5,False
489c52ae-bc9a-43c6-b3ae-5fd779359581,USER_37534,Action,2025-05-18 17:52,32.2,0.314,0.785,69.0,False
241880ee-a1c5-483a-bc96-306ffb5f7a1e,USER_24043,Action,2025-08-14 17:13,31.4,0.849,0.651,74.7,False
a290161d-742c-44da-9697-62fbd92a40ea,USER_27863,Action,2025-12-01 07:19,29.2,0.89,0.507,83.7,False
80913634-ba3a-4516-91d5-70751a7be0b8,USER_02113,Multiplayer,2025-05-15 11:55,61.9,0.915,0.674,70.0,False
1565d74b-f37f-4d32-8e42-65e5884db3f0,USER_05701,Multiplayer,2025-03-02 07:13,68.9,0.54,0.488,77.0,False
5068d9be-1b93-43ca-904c-35fc2131116c,USER_38531,Simulation,2025-12-30 19:40,48.0,0.631,0.791,70.6,False
35a1cfbe-69b9-42bc-bc94-c7d81f998a5a,USER_28061,Adventure,2025-11-12 04:50,63.9,0.915,0.807,67.3,False
04604207-957e-4801-87fc-3a915461c73d,USER_13542,Adventure,2025-01-31 18:22,65.8,0.715,0.69,68.4,False
d6c93368-388a-498a-8603-3326db5f2789,USER_34884,Simulation,2025-11-02 17:10,81.1,0.903,0.615,71.9,False
884c5d64-623a-4cb5-affa-e56c91ad3d17,USER_21211,Simulation,2025-05-29 18:17,64.4,0.593,0.527,74.4,False
2c55c073-12dd-4071-a0e8-0e270951d8d8,USER_33713,Action,2025-03-11 13:58,59.4,0.672,0.608,69.4,False
